"","Var1","Var2","Var3","Var4","Var5","Var6","Var7","Var8","Var9","Var10","Var11","Var12","Var13","Var14","Var15","Var16","Var17","Var18","Var19","Freq"
"1221","older adult","Male","Non-Hispanic White","Less than High School","Married","Poverty Index <= 1.3","Covered","1","No","Never true","Never true","No","No","At Risk","No","Never","Weekly","No","No",1
"1222","older adult","Male","Hispanic","Less than High School","Married","Poverty Index <= 1.3","Covered","1","No","Never true","Never true","No","No","At Risk","No","Never","Weekly","No","No",1
"1223","middle age","Female","Other","College Graduate or above","Married","Poverty Index <= 1.3","Covered","1","No","Never true","Never true","No","No","At Risk","No","Never","Weekly","No","No",1
"1224","middle age","Male","Non-Hispanic White","College Graduate or above","Married","Poverty Index in (1.30, 1.85)","Covered","1","No","Never true","Never true","No","No","At Risk","No","Never","Weekly","No","No",1
"1225","older adult","Female","Hispanic","Less than High School","Never Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","No","At Risk","No","Never","Weekly","No","No",1
"1226","older adult","Male","Non-Hispanic White","High School/GED","Previously Married","Poverty Index in (1.30, 1.85)","Covered","2 to 3","No","Never true","Never true","No","No","At Risk","No","Never","Weekly","No","No",1
"1227","older adult","Female","Non-Hispanic White","Less than High School","Previously Married","Poverty Index in (1.30, 1.85)","Covered","2 to 3","No","Never true","Never true","No","No","At Risk","No","Never","Weekly","No","No",1
"1228","older adult","Female","Non-Hispanic White","Some college","Previously Married","Poverty Index in (1.30, 1.85)","Covered","2 to 3","No","Never true","Never true","No","No","At Risk","No","Never","Weekly","No","No",1
"1229","older adult","Female","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","No","At Risk","No","Never","Weekly","No","No",1
"1230","middle age","Male","Non-Hispanic White","Less than High School","Previously Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","No","At Risk","No","Never","Weekly","No","No",1
"1231","older adult","Female","Non-Hispanic White","High School/GED","Previously Married","Poverty Index <= 1.3","Covered","4 to 9","No","Never true","Never true","No","No","At Risk","No","Never","Weekly","No","No",1
"1232","older adult","Female","Hispanic","Less than High School","Previously Married","Poverty Index <= 1.3","Covered","4 to 9","No","Never true","Never true","No","No","At Risk","No","Never","Weekly","No","No",1
"1233","older adult","Male","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","No","At Risk","No","Never","Weekly","No","No",1
"1234","older adult","Male","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","10 to 12","No","Never true","Never true","No","No","At Risk","No","Never","Weekly","No","No",1
"1235","older adult","Male","Non-Hispanic White","Less than High School","Married","Poverty Index > 1.85","Covered","10 to 12","No","Never true","Never true","No","No","At Risk","No","Never","Weekly","No","No",1
"1236","older adult","Female","Non-Hispanic White","High School/GED","Married","Poverty Index <= 1.3","Covered","13 or more","No","Never true","Never true","No","No","At Risk","No","Never","Weekly","No","No",1
"1237","older adult","Male","Non-Hispanic White","High School/GED","Married","Poverty Index in (1.30, 1.85)","Covered","13 or more","No","Never true","Never true","No","No","At Risk","No","Never","Weekly","No","No",1
"1238","middle age","Female","Non-Hispanic Black","College Graduate or above","Married","Poverty Index in (1.30, 1.85)","Covered","2 to 3","No","Sometimes true","Never true","No","No","Not at Risk","Yes","Not Asked","Weekly","No","No",1
"1239","older adult","Male","Non-Hispanic White","Less than High School","Previously Married","Poverty Index <= 1.3","Covered","13 or more","Yes","Never true","Never true","Yes","Yes","At Risk","Yes","Not Asked","Weekly","No","No",1
"1240","young adult-2","Female","Non-Hispanic Black","Less than High School","Previously Married","Poverty Index <= 1.3","Not Covered","1","Yes","Sometimes true","Sometimes true","No","Yes","At Risk","Yes","Not Asked","Weekly","No","No",1
"1241","older adult","Female","Non-Hispanic Black","College Graduate or above","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","Yes","Not Asked","Weekly","No","No",1
"1242","middle age","Female","Non-Hispanic White","Some college","Previously Married","Poverty Index <= 1.3","Not Covered","None","Yes","Never true","Never true","No","No","At Risk","Yes","Not Asked","Weekly","No","No",1
"1243","older adult","Male","Non-Hispanic White","Some college","Married","Poverty Index in (1.30, 1.85)","Covered","2 to 3","No","Never true","Never true","No","No","At Risk","Yes","Not Asked","Weekly","No","No",1
"1244","older adult","Female","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","No","At Risk","Yes","Not Asked","Weekly","No","No",1
"1245","middle age","Female","Non-Hispanic Black","High School/GED","Previously Married","Poverty Index in (1.30, 1.85)","Not Covered","4 to 9","No","Never true","Never true","No","No","At Risk","Yes","Not Asked","Weekly","No","No",1
"1246","older adult","Male","Non-Hispanic White","Less than High School","Previously Married","Poverty Index <= 1.3","Covered","4 to 9","No","Never true","Never true","No","No","At Risk","Yes","Not Asked","Weekly","No","No",1
"1247","middle age","Male","Non-Hispanic Black","College Graduate or above","Previously Married","Poverty Index > 1.85","Covered","10 to 12","No","Never true","Never true","Yes","Yes","Not at Risk","No","Not Asked","Weekly","No","No",1
"1248","older adult","Female","Non-Hispanic Black","Less than High School","Previously Married","Poverty Index <= 1.3","Covered","2 to 3","Yes","Never true","Never true","No","Yes","Not at Risk","No","Not Asked","Weekly","No","No",1
"1249","older adult","Male","Non-Hispanic White","College Graduate or above","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","Yes","Yes","At Risk","No","Not Asked","Weekly","No","No",1
"1250","middle age","Male","Non-Hispanic White","Less than High School","Never Married","Poverty Index <= 1.3","Covered","10 to 12","No","Never true","Never true","Yes","Yes","At Risk","No","Not Asked","Weekly","No","No",1
"1251","older adult","Male","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","10 to 12","No","Never true","Never true","Yes","Yes","At Risk","No","Not Asked","Weekly","No","No",1
"1252","older adult","Male","Hispanic","Less than High School","Married","Poverty Index <= 1.3","Covered","4 to 9","No","Sometimes true","Sometimes true","No","Yes","At Risk","No","Not Asked","Weekly","No","No",1
"1253","middle age","Female","Non-Hispanic Black","Less than High School","Married","Poverty Index > 1.85","Covered","4 to 9","No","Sometimes true","Sometimes true","No","Yes","At Risk","No","Not Asked","Weekly","No","No",1
"1254","older adult","Male","Hispanic","Some college","Married","Poverty Index > 1.85","Covered","2 to 3","Yes","Never true","Never true","No","Yes","At Risk","No","Not Asked","Weekly","No","No",1
"1255","middle age","Female","Non-Hispanic Black","Less than High School","Previously Married","Poverty Index <= 1.3","Not Covered","4 to 9","Yes","Never true","Never true","No","Yes","At Risk","No","Not Asked","Weekly","No","No",1
"1256","older adult","Female","Hispanic","Less than High School","Previously Married","Poverty Index <= 1.3","Covered","4 to 9","Yes","Never true","Never true","No","Yes","At Risk","No","Not Asked","Weekly","No","No",1
"1257","middle age","Male","Non-Hispanic White","Less than High School","Never Married","Poverty Index <= 1.3","Covered","None","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Weekly","No","No",1
"1258","older adult","Female","Non-Hispanic White","College Graduate or above","Previously Married","Poverty Index > 1.85","Covered","None","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Weekly","No","No",1
"1259","older adult","Male","Non-Hispanic White","College Graduate or above","Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Weekly","No","No",1
"1260","older adult","Female","Hispanic","Less than High School","Previously Married","Poverty Index <= 1.3","Covered","2 to 3","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Weekly","No","No",1
"1261","older adult","Male","Non-Hispanic Black","Less than High School","Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Weekly","No","No",1
"1262","middle age","Male","Non-Hispanic White","Some college","Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Weekly","No","No",1
"1263","middle age","Male","Hispanic","College Graduate or above","Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Weekly","No","No",1
"1264","older adult","Male","Non-Hispanic White","High School/GED","Married","Poverty Index in (1.30, 1.85)","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Weekly","No","No",1
"1265","older adult","Female","Non-Hispanic Black","Less than High School","Married","Poverty Index in (1.30, 1.85)","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Weekly","No","No",1
"1266","older adult","Female","Non-Hispanic White","Less than High School","Previously Married","Poverty Index in (1.30, 1.85)","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Weekly","No","No",2
"1267","older adult","Female","Non-Hispanic White","High School/GED","Never Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Weekly","No","No",1
"1268","older adult","Male","Non-Hispanic White","College Graduate or above","Previously Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Weekly","No","No",1
"1269","older adult","Female","Non-Hispanic White","Less than High School","Married","Poverty Index in (1.30, 1.85)","Covered","10 to 12","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Weekly","No","No",1
"1270","older adult","Male","Non-Hispanic White","High School/GED","Previously Married","Poverty Index > 1.85","Covered","13 or more","No","Never true","Never true","No","Yes","At Risk","No","Not Asked","Weekly","No","No",1
"1271","middle age","Female","Hispanic","Less than High School","Married","Poverty Index in (1.30, 1.85)","Not Covered","1","No","Often True","Sometimes true","Yes","No","At Risk","No","Not Asked","Weekly","No","No",1
"1272","older adult","Male","Non-Hispanic White","High School/GED","Previously Married","Poverty Index <= 1.3","Covered","2 to 3","No","Never true","Never true","Yes","No","At Risk","No","Not Asked","Weekly","No","No",1
"1273","young adult-2","Female","Non-Hispanic White","Some college","Previously Married","Poverty Index <= 1.3","Covered","4 to 9","No","Never true","Never true","Yes","No","At Risk","No","Not Asked","Weekly","No","No",1
"1274","young adult-2","Male","Hispanic","Less than High School","Married","Poverty Index > 1.85","Covered","1","No","Sometimes true","Sometimes true","No","No","At Risk","No","Not Asked","Weekly","No","No",1
"1275","older adult","Male","Non-Hispanic Black","Less than High School","Previously Married","Poverty Index <= 1.3","Covered","2 to 3","No","Sometimes true","Sometimes true","No","No","At Risk","No","Not Asked","Weekly","No","No",1
"1276","young adult-2","Female","Hispanic","Less than High School","Married","Poverty Index <= 1.3","Covered","1","No","Sometimes true","Never true","No","No","At Risk","No","Not Asked","Weekly","No","No",1
"1277","middle age","Male","Non-Hispanic Black","Less than High School","Previously Married","Poverty Index > 1.85","Not Covered","2 to 3","Yes","Never true","Never true","No","No","At Risk","No","Not Asked","Weekly","No","No",1
"1278","middle age","Male","Non-Hispanic White","College Graduate or above","Married","Poverty Index > 1.85","Covered","2 to 3","Yes","Never true","Never true","No","No","At Risk","No","Not Asked","Weekly","No","No",1
"1279","middle age","Female","Hispanic","Less than High School","Married","Poverty Index <= 1.3","Covered","10 to 12","Yes","Never true","Never true","No","No","At Risk","No","Not Asked","Weekly","No","No",1
"1280","young adult-2","Female","Hispanic","Less than High School","Previously Married","Poverty Index in (1.30, 1.85)","Not Covered","None","No","Never true","Never true","No","No","At Risk","No","Not Asked","Weekly","No","No",1
"1281","middle age","Male","Non-Hispanic White","Less than High School","Married","Poverty Index > 1.85","Not Covered","None","No","Never true","Never true","No","No","At Risk","No","Not Asked","Weekly","No","No",1
"1282","older adult","Female","Non-Hispanic Black","Less than High School","Never Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","No","At Risk","No","Not Asked","Weekly","No","No",1
"1283","middle age","Female","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","No","At Risk","No","Not Asked","Weekly","No","No",1
"1284","middle age","Male","Non-Hispanic White","Some college","Previously Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","No","At Risk","No","Not Asked","Weekly","No","No",1
"1285","older adult","Male","Non-Hispanic Black","Some college","Married","Poverty Index <= 1.3","Covered","2 to 3","No","Never true","Never true","No","No","At Risk","No","Not Asked","Weekly","No","No",1
"1286","middle age","Male","Non-Hispanic White","College Graduate or above","Married","Poverty Index <= 1.3","Covered","2 to 3","No","Never true","Never true","No","No","At Risk","No","Not Asked","Weekly","No","No",1
"1287","older adult","Male","Non-Hispanic White","Less than High School","Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","No","At Risk","No","Not Asked","Weekly","No","No",1
"1288","older adult","Female","Non-Hispanic White","High School/GED","Previously Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","No","At Risk","No","Not Asked","Weekly","No","No",1
"1289","older adult","Female","Non-Hispanic White","College Graduate or above","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","No","At Risk","No","Not Asked","Weekly","No","No",1
"1290","older adult","Male","Non-Hispanic White","College Graduate or above","Married","Poverty Index > 1.85","Covered","13 or more","No","Never true","Never true","No","No","At Risk","No","Not Asked","Weekly","No","No",1
"1291","middle age","Female","Non-Hispanic White","Less than High School","Previously Married","Poverty Index <= 1.3","Covered","4 to 9","Yes","Sometimes true","Sometimes true","Yes","No","Not at Risk","Yes","Past drinker","Weekly","No","No",1
"1292","middle age","Female","Non-Hispanic Black","Less than High School","Previously Married","Poverty Index <= 1.3","Covered","None","Yes","Never true","Never true","No","No","Not at Risk","Yes","Past drinker","Weekly","No","No",1
"1293","middle age","Male","Non-Hispanic White","Less than High School","Married","Poverty Index <= 1.3","Covered","4 to 9","Yes","Never true","Never true","Yes","Yes","At Risk","Yes","Past drinker","Weekly","No","No",1
"1294","older adult","Male","Non-Hispanic Black","College Graduate or above","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","Yes","Past drinker","Weekly","No","No",1
"1295","middle age","Female","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","None","No","Never true","Never true","No","No","At Risk","Yes","Past drinker","Weekly","No","No",1
"1296","older adult","Female","Non-Hispanic White","Some college","Previously Married","Poverty Index in (1.30, 1.85)","Covered","10 to 12","No","Never true","Never true","No","No","At Risk","Yes","Past drinker","Weekly","No","No",1
"1297","young adult-2","Female","Non-Hispanic Black","Some college","Previously Married","Poverty Index in (1.30, 1.85)","Covered","10 to 12","Yes","Never true","Never true","Yes","Yes","Not at Risk","No","Past drinker","Weekly","No","No",1
"1298","older adult","Female","Non-Hispanic White","College Graduate or above","Previously Married","Poverty Index <= 1.3","Covered","13 or more","No","Never true","Never true","No","No","Not at Risk","No","Past drinker","Weekly","No","No",1
"1299","middle age","Male","Hispanic","Less than High School","Married","Poverty Index <= 1.3","Covered","10 to 12","Yes","Sometimes true","Often True","Yes","Yes","At Risk","No","Past drinker","Weekly","No","No",1
"1300","middle age","Female","Non-Hispanic Black","High School/GED","Married","Poverty Index <= 1.3","Covered","1","Yes","Sometimes true","Sometimes true","Yes","Yes","At Risk","No","Past drinker","Weekly","No","No",1
"1301","middle age","Female","Non-Hispanic White","Less than High School","Married","Poverty Index <= 1.3","Covered","4 to 9","Yes","Never true","Never true","Yes","Yes","At Risk","No","Past drinker","Weekly","No","No",1
"1302","middle age","Female","Hispanic","Less than High School","Previously Married","Poverty Index > 1.85","Covered","13 or more","Yes","Never true","Never true","Yes","Yes","At Risk","No","Past drinker","Weekly","No","No",1
"1303","older adult","Male","Non-Hispanic White","Some college","Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","Yes","At Risk","No","Past drinker","Weekly","No","No",1
"1304","middle age","Female","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","Yes","At Risk","No","Past drinker","Weekly","No","No",1
"1305","middle age","Male","Hispanic","Some college","Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","Yes","At Risk","No","Past drinker","Weekly","No","No",1
"1306","older adult","Female","Non-Hispanic White","High School/GED","Previously Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","Yes","At Risk","No","Past drinker","Weekly","No","No",1
"1307","older adult","Female","Hispanic","Less than High School","Never Married","Poverty Index <= 1.3","Not Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Past drinker","Weekly","No","No",1
"1308","older adult","Female","Non-Hispanic White","Some college","Previously Married","Poverty Index <= 1.3","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Past drinker","Weekly","No","No",1
"1309","older adult","Female","Non-Hispanic Black","Some college","Previously Married","Poverty Index <= 1.3","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Past drinker","Weekly","No","No",1
"1310","older adult","Male","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Past drinker","Weekly","No","No",1
"1311","middle age","Male","Non-Hispanic White","Less than High School","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Past drinker","Weekly","No","No",1
"1312","older adult","Female","Non-Hispanic White","Less than High School","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Past drinker","Weekly","No","No",1
"1313","middle age","Male","Non-Hispanic Black","Less than High School","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Past drinker","Weekly","No","No",1
"1314","middle age","Female","Non-Hispanic White","Some college","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Past drinker","Weekly","No","No",1
"1315","older adult","Female","Non-Hispanic White","Some college","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Past drinker","Weekly","No","No",1
"1316","middle age","Male","Non-Hispanic White","Less than High School","Previously Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Past drinker","Weekly","No","No",1
"1317","middle age","Female","Non-Hispanic White","College Graduate or above","Previously Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Past drinker","Weekly","No","No",1
"1318","older adult","Female","Non-Hispanic Black","Less than High School","Previously Married","Poverty Index in (1.30, 1.85)","Covered","10 to 12","No","Never true","Never true","No","Yes","At Risk","No","Past drinker","Weekly","No","No",1
"1319","older adult","Female","Non-Hispanic Black","College Graduate or above","Married","Poverty Index > 1.85","Covered","10 to 12","No","Never true","Never true","No","Yes","At Risk","No","Past drinker","Weekly","No","No",1
"1320","middle age","Female","Hispanic","Less than High School","Married","Poverty Index <= 1.3","Covered","4 to 9","Yes","Never true","Never true","Yes","No","At Risk","No","Past drinker","Weekly","No","No",1
"1321","middle age","Male","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","Yes","No","At Risk","No","Past drinker","Weekly","No","No",1
"1322","older adult","Male","Hispanic","Less than High School","Married","Poverty Index > 1.85","Covered","2 to 3","No","Often True","Often True","No","No","At Risk","No","Past drinker","Weekly","No","No",1
"1323","young adult-2","Male","Hispanic","Some college","Married","Poverty Index <= 1.3","Covered","10 to 12","No","Never true","Sometimes true","No","No","At Risk","No","Past drinker","Weekly","No","No",1
"1324","middle age","Male","Hispanic","Some college","Married","Poverty Index > 1.85","Not Covered","None","No","Sometimes true","Never true","No","No","At Risk","No","Past drinker","Weekly","No","No",1
"1325","middle age","Male","Hispanic","Less than High School","Married","Poverty Index <= 1.3","Covered","1","Yes","Never true","Never true","No","No","At Risk","No","Past drinker","Weekly","No","No",1
"1326","young adult-2","Female","Hispanic","College Graduate or above","Previously Married","Poverty Index <= 1.3","Not Covered","None","No","Never true","Never true","No","No","At Risk","No","Past drinker","Weekly","No","No",1
"1327","young adult-2","Female","Non-Hispanic Black","College Graduate or above","Never Married","Poverty Index > 1.85","Not Covered","None","No","Never true","Never true","No","No","At Risk","No","Past drinker","Weekly","No","No",1
"1328","older adult","Male","Hispanic","Less than High School","Married","Poverty Index in (1.30, 1.85)","Covered","None","No","Never true","Never true","No","No","At Risk","No","Past drinker","Weekly","No","No",1
"1329","young adult-2","Female","Hispanic","Some college","Married","Poverty Index in (1.30, 1.85)","Covered","1","No","Never true","Never true","No","No","At Risk","No","Past drinker","Weekly","No","No",1
"1330","middle age","Female","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","No","At Risk","No","Past drinker","Weekly","No","No",1
"1331","older adult","Female","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","No","At Risk","No","Past drinker","Weekly","No","No",1
"1332","older adult","Female","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","No","At Risk","No","Past drinker","Weekly","No","No",1
"1333","middle age","Female","Non-Hispanic White","Some college","Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","No","At Risk","No","Past drinker","Weekly","No","No",1
"1334","older adult","Female","Hispanic","High School/GED","Previously Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","No","At Risk","No","Past drinker","Weekly","No","No",1
"1335","young adult-2","Female","Hispanic","Less than High School","Previously Married","Poverty Index <= 1.3","Not Covered","4 to 9","No","Never true","Never true","No","No","At Risk","No","Past drinker","Weekly","No","No",1
"1336","middle age","Male","Non-Hispanic Black","Less than High School","Married","Poverty Index <= 1.3","Covered","4 to 9","No","Never true","Never true","No","No","At Risk","No","Past drinker","Weekly","No","No",1
"1337","middle age","Female","Non-Hispanic Black","Less than High School","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","No","At Risk","No","Past drinker","Weekly","No","No",1
"1338","middle age","Male","Non-Hispanic Black","Some college","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","No","At Risk","No","Past drinker","Weekly","No","No",1
"1339","middle age","Female","Non-Hispanic White","College Graduate or above","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","No","At Risk","No","Past drinker","Weekly","No","No",1
"1340","older adult","Female","Non-Hispanic White","College Graduate or above","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","No","At Risk","No","Past drinker","Weekly","No","No",1
"1341","older adult","Male","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","10 to 12","No","Never true","Never true","No","No","At Risk","No","Past drinker","Weekly","No","No",1
"1342","young adult-2","Female","Non-Hispanic White","Some college","Previously Married","Poverty Index > 1.85","Not Covered","2 to 3","No","Never true","Never true","No","No","Not at Risk","Yes","Current Drinker","More than Weekly","No","No",1
"1343","young adult-2","Female","Non-Hispanic Black","Less than High School","Married","Poverty Index > 1.85","Covered","2 to 3","No","Sometimes true","Sometimes true","No","Yes","At Risk","Yes","Current Drinker","More than Weekly","No","No",1
"1344","older adult","Female","Non-Hispanic Black","Less than High School","Previously Married","Poverty Index > 1.85","Covered","10 to 12","Yes","Never true","Never true","No","Yes","At Risk","Yes","Current Drinker","More than Weekly","No","No",1
"1345","young adult-2","Male","Hispanic","Less than High School","Married","Poverty Index <= 1.3","Not Covered","None","No","Sometimes true","Sometimes true","No","No","At Risk","Yes","Current Drinker","More than Weekly","No","No",1
"1346","middle age","Male","Non-Hispanic Black","Less than High School","Married","Poverty Index > 1.85","Covered","4 to 9","No","Sometimes true","Sometimes true","No","No","At Risk","Yes","Current Drinker","More than Weekly","No","No",1
"1347","middle age","Male","Non-Hispanic White","Some college","Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","No","At Risk","Yes","Current Drinker","More than Weekly","No","No",1
"1348","older adult","Female","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","13 or more","No","Never true","Never true","No","Yes","Not at Risk","No","Current Drinker","More than Weekly","No","No",1
"1349","young adult-2","Female","Non-Hispanic Black","Some college","Previously Married","Poverty Index > 1.85","Covered","1","Yes","Never true","Never true","No","No","Not at Risk","No","Current Drinker","More than Weekly","No","No",1
"1350","middle age","Female","Non-Hispanic White","College Graduate or above","Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","No","Not at Risk","No","Current Drinker","More than Weekly","No","No",1
"1351","older adult","Female","Non-Hispanic White","College Graduate or above","Previously Married","Poverty Index > 1.85","Covered","1","No","Never true","Never true","No","No","Not at Risk","No","Current Drinker","More than Weekly","No","No",1
"1352","older adult","Female","Non-Hispanic White","College Graduate or above","Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","No","Not at Risk","No","Current Drinker","More than Weekly","No","No",1
"1353","older adult","Female","Hispanic","Less than High School","Previously Married","Poverty Index <= 1.3","Covered","2 to 3","No","Sometimes true","Sometimes true","No","Yes","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1354","older adult","Female","Non-Hispanic Black","High School/GED","Previously Married","Poverty Index in (1.30, 1.85)","Covered","4 to 9","No","Often True","Never true","No","Yes","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1355","middle age","Female","Other","Some college","Previously Married","Poverty Index in (1.30, 1.85)","Covered","13 or more","No","Sometimes true","Never true","No","Yes","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1356","middle age","Female","Non-Hispanic White","College Graduate or above","Married","Poverty Index > 1.85","Covered","4 to 9","Yes","Never true","Never true","No","Yes","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1357","middle age","Male","Hispanic","Less than High School","Married","Poverty Index <= 1.3","Covered","13 or more","Yes","Never true","Never true","No","Yes","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1358","middle age","Male","Non-Hispanic White","College Graduate or above","Married","Poverty Index > 1.85","Covered","13 or more","Yes","Never true","Never true","No","Yes","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1359","middle age","Male","Non-Hispanic White","Less than High School","Married","Poverty Index > 1.85","Not Covered","None","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1360","middle age","Female","Hispanic","Less than High School","Previously Married","Poverty Index > 1.85","Covered","None","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1361","middle age","Female","Non-Hispanic Black","High School/GED","Married","Poverty Index in (1.30, 1.85)","Covered","2 to 3","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1362","older adult","Male","Non-Hispanic White","High School/GED","Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1363","older adult","Male","Non-Hispanic Black","High School/GED","Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1364","middle age","Female","Non-Hispanic Black","College Graduate or above","Previously Married","Poverty Index > 1.85","Covered","2 to 3","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1365","middle age","Male","Non-Hispanic White","Some college","Married","Poverty Index in (1.30, 1.85)","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1366","older adult","Female","Non-Hispanic Black","Less than High School","Previously Married","Poverty Index in (1.30, 1.85)","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1367","older adult","Male","Non-Hispanic White","Some college","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","More than Weekly","No","No",1
"1368","middle age","Female","Non-Hispanic Black","Some college","Married","Poverty Index > 1.85","Covered","4 to 9","No","Never true","Never true","No","Yes","At Risk","No","Current Drinker","More than Weekly","No","No",1
